OBS#,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO/TV,EDUCATION,RETRAINING,AMOUNT,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO-APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN,RESPONSE
969,3,42.0,2,0,0,0,1,0,0,7166.0,4,3,2,0,0,1,0,0,4,0,0,29.0,0,1,0,1,2,1,1,0,1
970,0,11.0,4,1,0,0,0,0,0,3939.0,0,2,1,0,1,0,0,0,2,1,0,40.0,0,0,1,2,1,2,0,0,1
971,1,15.0,2,0,0,0,0,0,0,1514.0,1,2,4,0,1,0,0,1,2,1,0,150.0,0,0,1,1,2,1,0,0,1
972,3,24.0,2,1,0,0,0,0,0,7393.0,0,2,1,0,1,0,0,0,4,0,0,43.0,0,0,1,1,1,2,0,0,1
973,0,24.0,1,1,0,0,0,0,0,1193.0,0,0,1,0,0,0,1,0,4,0,1,29.0,0,1,0,2,0,1,0,0,0
974,0,60.0,2,0,0,0,0,0,1,7297.0,0,4,4,0,1,0,1,0,4,0,1,36.0,0,1,0,1,2,1,0,0,0
975,3,30.0,4,0,0,0,1,0,0,2831.0,0,2,4,0,0,0,0,0,2,0,0,33.0,0,0,1,1,2,1,1,0,1
976,2,24.0,2,0,0,0,1,0,0,1258.0,2,2,3,0,0,0,0,0,3,0,0,57.0,0,0,1,1,1,1,0,0,1
977,1,6.0,2,0,0,0,1,0,0,753.0,0,2,2,0,0,0,0,1,3,1,0,64.0,0,0,1,1,2,1,0,0,1
978,1,18.0,3,0,0,0,0,0,1,2427.0,4,4,4,0,1,0,0,0,2,0,0,42.0,0,0,1,2,2,1,0,0,1
979,3,24.0,3,1,0,0,0,0,0,2538.0,0,4,4,0,1,0,0,0,4,0,0,47.0,0,0,1,2,1,2,0,0,0
980,1,15.0,1,1,0,0,0,0,0,1264.0,1,2,2,0,0,1,0,0,2,0,0,25.0,0,1,0,1,2,1,0,0,0
981,1,30.0,4,0,0,1,0,0,0,8386.0,0,3,2,0,1,0,0,0,2,0,0,49.0,0,0,1,1,2,1,0,0,0
982,3,48.0,2,0,0,0,0,0,1,4844.0,0,0,3,0,1,0,0,0,2,0,0,33.0,1,1,0,1,3,1,1,0,0
983,2,21.0,2,1,0,0,0,0,0,2923.0,1,2,1,0,0,0,0,0,1,0,0,28.0,1,0,1,1,3,1,1,0,1
984,0,36.0,2,0,1,0,0,0,0,8229.0,0,2,2,0,1,0,0,0,2,0,0,26.0,0,0,1,1,2,2,0,0,0
985,3,24.0,4,0,0,1,0,0,0,2028.0,0,3,2,0,1,0,0,0,2,0,0,30.0,0,0,1,2,1,1,0,0,1
986,0,,4,0,0,1,0,0,0,1433.0,0,2,4,0,0,0,0,0,3,0,0,25.0,0,1,0,2,2,1,0,0,1
987,2,42.0,0,0,0,0,0,0,1,6289.0,0,1,2,1,0,0,0,0,1,0,0,33.0,0,0,1,2,2,1,0,0,1
988,3,13.0,2,0,0,0,1,0,0,1409.0,1,0,2,0,0,0,0,0,4,1,0,64.0,0,0,1,1,2,1,0,0,1
989,0,24.0,2,0,1,0,0,0,0,6579.0,0,0,4,0,1,0,0,0,2,0,1,29.0,0,0,0,1,3,1,1,0,1
990,1,24.0,4,0,0,0,1,0,0,1743.0,0,4,4,0,1,0,0,0,2,0,0,48.0,0,0,1,2,1,1,0,0,1
991,3,12.0,4,0,0,0,0,1,0,3565.0,4,1,2,0,1,0,0,0,1,0,0,37.0,0,0,1,2,1,2,0,0,1
992,3,15.0,1,0,0,0,1,0,0,1569.0,1,4,4,0,1,0,0,0,4,0,0,34.0,1,0,1,1,1,2,0,0,1
993,0,18.0,2,0,0,0,1,0,0,1936.0,4,3,2,0,0,1,0,0,4,0,0,23.0,0,1,0,2,1,1,0,0,1
994,0,36.0,2,0,0,1,0,0,0,3959.0,0,0,4,0,1,0,0,0,3,0,0,30.0,0,0,1,1,3,1,1,0,1
995,3,12.0,2,1,0,0,0,0,0,2390.0,4,4,4,0,1,0,0,0,3,0,0,50.0,0,0,1,1,2,1,1,0,1
996,3,12.0,2,0,0,1,0,0,0,1736.0,0,3,3,0,0,0,0,0,4,1,0,31.0,0,0,1,1,1,1,0,0,1
997,0,30.0,2,0,1,0,0,2,0,,0,2,4,1,0,0,0,0,4,0,0,40.0,0,0,1,1,3,1,1,0,1
998,3,12.0,2,0,0,0,1,0,0,804.0,0,4,4,0,1,0,0,0,4,0,0,38.0,0,0,1,1,2,1,0,0,1
999,0,45.0,2,0,0,0,1,0,0,1845.0,0,2,4,0,1,0,0,0,4,0,1,23.0,0,0,0,1,2,1,1,0,0
1000,1,45.0,4,0,1,0,0,0,0,4576.0,1,0,3,0,1,0,0,0,4,0,0,27.0,0,0,1,1,2,1,0,0,1
220,3,10.0,2,1,0,0,0,0,0,1364.0,0,2,2,0,0,0,0,0,4,0,0,64.0,0,0,1,1,2,1,1,0,1
386,3,18.0,4,0,0,0,1,0,0,2238.0,0,2,2,0,0,0,0,0,1,0,0,25.0,0,0,1,2,2,1,0,0,1
197,3,6.0,4,0,0,0,2,0,0,1382.0,0,2,1,0,0,0,0,0,1,0,0,28.0,0,0,1,2,2,1,1,0,1
718,3,18.0,2,0,0,0,1,0,0,1505.0,0,2,4,0,1,0,0,0,2,0,1,32.0,0,0,0,1,3,1,1,0,1
122,3,24.0,4,0,1,0,0,0,0,3868.0,0,4,4,0,0,0,0,0,2,0,0,41.0,0,1,0,2,3,1,1,0,1
842,3,21.0,3,0,1,0,0,0,0,2993.0,0,2,3,0,1,0,0,0,2,1,0,28.0,1,0,1,2,1,1,0,0,1
998,3,12.0,2,0,0,0,1,0,0,804.0,0,4,4,0,1,0,0,0,4,0,0,38.0,0,0,1,1,2,1,0,0,1
707,1,48.0,2,1,0,0,0,0,0,6560.0,1,3,3,0,1,0,0,0,2,0,0,24.0,0,0,1,1,2,1,0,0,0
336,0,6.0,4,0,0,1,0,0,0,3384.0,0,2,1,1,0,0,0,0,4,1,0,44.0,0,1,0,1,3,1,1,0,0
359,3,12.0,2,0,0,0,1,0,0,776.0,0,2,4,0,0,1,0,0,2,1,0,28.0,0,0,1,1,2,1,0,0,1
535,3,24.0,2,0,0,0,1,0,0,3105.0,4,1,4,0,1,0,0,0,2,0,0,25.0,0,0,1,2,2,1,0,0,1
644,3,24.0,4,0,0,0,1,2,0,1851.0,0,3,4,0,0,1,0,1,2,0,0,33.0,0,0,1,2,2,1,1,0,1
64,1,48.0,0,0,0,0,0,0,1,14421.0,0,2,2,0,1,0,0,0,2,0,0,25.0,0,0,1,1,2,1,1,0,0
871,3,36.0,3,0,0,1,0,0,0,7678.0,2,3,2,0,0,0,0,0,4,0,0,40.0,0,0,1,2,2,1,1,0,1
19,1,24.0,2,0,1,0,0,0,0,12579.0,0,4,4,0,0,0,0,0,2,0,1,44.0,0,0,0,1,3,1,1,0,0
